,month,account_id,region,category,spend_level,revenue,live_ad,new_AA,paid_ad,listing_fee,bump_feature,multi_bump_feature,sa_feature,other_feature,shop_feature,adview_received,adview_per_live_ad_per_day,lead_received,lead_per_live_ad_per_day,spending_per_paid_ads,spending_per_live_ad,month_ex
9607,2021-11-01,297822,HCM,MC,light,31818,2.0,1.0,2,1,1,0,0,0,0,419.0,59.85714285714285,25.0,3.571428571428572,15909.0,15909.0,11
9671,2021-11-01,299650,HCM,MC,light,18182,2.0,2.0,1,1,0,0,0,0,0,505.0,38.84615384615385,22.0,1.6923076923076923,18182.0,9091.0,11
9675,2021-12-01,299739,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,417.0,46.333333333333336,2.0,0.2222222222222222,18182.0,18182.0,12
9676,2022-01-01,299739,HCM,MC,light,100000,1.0,1.0,1,1,6,0,0,0,0,521.0,27.42105263157895,43.0,2.263157894736842,100000.0,100000.0,1
9677,2022-02-01,299739,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,196.0,10.888888888888888,8.0,0.4444444444444444,13636.0,13636.0,2
9682,2022-02-01,300176,HCM,Car,light,113636,1.0,1.0,1,1,0,0,0,1,0,574.0,31.88888888888889,38.0,2.111111111111111,113636.0,113636.0,2
9686,2021-10-01,300228,HCM,MC,light,29091,2.0,2.0,2,2,0,0,0,0,0,222.0,31.714285714285715,3.0,0.4285714285714285,14545.5,14545.5,10
9687,2021-11-01,300228,HCM,MC,light,13636,2.0,0.0,1,0,1,0,0,0,0,192.0,5.647058823529412,2.0,0.0588235294117647,13636.0,6818.0,11
9722,2021-10-01,301525,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,134.0,13.4,4.0,0.4,18182.0,18182.0,10
9723,2021-11-01,301952,HCM,MC,light,31818,1.0,1.0,1,1,1,0,0,0,0,425.0,26.5625,41.0,2.5625,31818.0,31818.0,11
9746,2021-10-01,303342,HCM,MC,light,0,1.0,1.0,1,1,0,0,0,0,0,352.0,18.526315789473685,4.0,0.2105263157894736,0.0,0.0,10
9747,2021-11-01,303342,HCM,MC,light,0,1.0,0.0,1,0,1,0,0,0,0,369.0,12.3,4.0,0.1333333333333333,0.0,0.0,11
9748,2022-02-01,303342,HCM,MC,light,0,1.0,1.0,1,1,0,0,0,0,0,745.0,33.86363636363637,7.0,0.3181818181818181,0.0,0.0,2
9798,2021-10-01,305056,HCM,MC,light,127273,5.0,5.0,5,4,4,0,0,0,0,1299.0,76.41176470588233,96.0,5.647058823529412,25454.6,25454.6,10
9841,2021-10-01,305629,HN,Car,light,63636,1.0,1.0,1,1,2,0,0,0,0,508.0,36.285714285714285,33.0,2.3571428571428568,63636.0,63636.0,10
9842,2021-11-01,305629,HN,Car,light,36364,1.0,0.0,1,0,2,0,0,0,0,773.0,25.766666666666666,37.0,1.2333333333333334,36364.0,36364.0,11
9843,2021-12-01,305629,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,347.0,11.193548387096774,8.0,0.2580645161290322,18182.0,18182.0,12
9844,2022-01-01,305629,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,326.0,14.818181818181818,10.0,0.4545454545454545,18182.0,18182.0,1
9845,2021-12-01,306037,HCM,MC,light,200909,1.0,1.0,3,0,0,3,0,0,0,181.0,90.5,16.0,8.0,66969.66666666667,200909.0,12
9860,2022-01-01,306673,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,45.0,11.25,,,18182.0,18182.0,1
9865,2022-02-01,306716,HN,Car,light,27778,1.0,1.0,1,1,0,0,0,0,0,123.0,41.0,18.0,6.0,27778.0,27778.0,2
9871,2021-10-01,307159,HCM,Car,light,19835,1.0,1.0,1,1,0,0,0,0,0,130.0,65.0,8.0,4.0,19835.0,19835.0,10
9872,2021-11-01,307159,HCM,Car,light,74380,2.0,1.0,1,1,3,0,0,0,0,454.0,19.73913043478261,30.0,1.3043478260869563,74380.0,37190.0,11
9873,2021-12-01,307159,HCM,Car,light,16529,1.0,0.0,1,0,1,0,0,0,0,114.0,19.0,3.0,0.5,16529.0,16529.0,12
9913,2021-10-01,308919,HCM,MC,light,489504,9.0,7.0,9,9,29,0,0,0,0,4578.0,31.142857142857142,53.0,0.3605442176870748,54389.333333333336,54389.333333333336,10
9914,2021-11-01,308919,HCM,MC,light,247769,13.0,4.0,6,4,14,0,0,0,0,3087.0,9.382978723404255,21.0,0.0638297872340425,41294.833333333336,19059.153846153848,11
9915,2021-12-01,308919,HCM,MC,light,115868,5.0,1.0,3,2,6,0,0,0,0,1731.0,14.922413793103448,25.0,0.2155172413793103,38622.66666666666,23173.6,12
9916,2022-01-01,308919,HCM,MC,light,49587,5.0,0.0,1,0,4,0,0,0,0,1985.0,15.753968253968257,14.0,0.1111111111111111,49587.0,9917.4,1
9922,2021-11-01,309766,HCM,MC,light,240909,1.0,1.0,1,1,0,0,2,1,0,705.0,70.5,18.0,1.8,240909.0,240909.0,11
9923,2022-01-01,309766,HCM,MC,light,127273,1.0,1.0,1,1,0,0,1,0,0,33.0,33.0,2.0,2.0,127273.0,127273.0,1
9924,2021-10-01,310425,HCM,Car,light,323608,1.0,1.0,1,1,0,3,0,0,0,802.0,133.66666666666666,78.0,13.0,323608.0,323608.0,10
9948,2021-10-01,311992,HCM,MC,light,16522,1.0,1.0,1,1,0,0,0,0,0,325.0,12.037037037037036,3.0,0.1111111111111111,16522.0,16522.0,10
10003,2021-10-01,314775,HN,MC,light,29091,2.0,2.0,2,2,0,0,0,0,0,338.0,16.9,8.0,0.4,14545.5,14545.5,10
10004,2021-11-01,314775,HN,MC,light,81818,1.0,0.0,1,0,6,0,0,0,0,1425.0,47.5,45.0,1.5,81818.0,81818.0,11
10005,2021-12-01,314775,HN,MC,light,72727,2.0,1.0,1,1,4,0,0,0,0,694.0,22.387096774193548,32.0,1.032258064516129,72727.0,36363.5,12
10006,2022-01-01,314775,HN,MC,light,40909,1.0,0.0,1,0,3,0,0,0,0,369.0,11.903225806451612,10.0,0.3225806451612903,40909.0,40909.0,1
10032,2021-11-01,315598,HCM,Car,light,172727,4.0,4.0,4,4,4,0,0,0,0,1951.0,30.015384615384612,38.0,0.5846153846153846,43181.75,43181.75,11
10033,2021-12-01,315598,HCM,Car,light,124545,5.0,2.0,3,2,1,1,0,0,0,1437.0,18.18987341772152,28.0,0.3544303797468354,41515.0,24909.0,12
10038,2021-10-01,316317,HN,Car,light,58182,2.0,1.0,2,1,2,0,0,0,0,638.0,19.33333333333333,64.0,1.9393939393939397,29091.0,29091.0,10
10039,2021-11-01,316317,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,114.0,3.8,1.0,0.0333333333333333,18182.0,18182.0,11
10040,2021-12-01,316317,HN,Car,light,136364,2.0,1.0,2,1,6,0,0,0,0,1423.0,26.849056603773583,40.0,0.7547169811320755,68182.0,68182.0,12
10041,2022-01-01,316317,HN,Car,light,109091,3.0,2.0,3,2,3,0,0,0,0,633.0,26.375,11.0,0.4583333333333333,36363.66666666666,36363.66666666666,1
10042,2022-02-01,316317,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,61.0,5.545454545454546,2.0,0.1818181818181818,18182.0,18182.0,2
10089,2021-10-01,320716,HN,MC,light,56818,1.0,0.0,1,0,5,0,0,0,0,166.0,5.354838709677419,21.0,0.6774193548387096,56818.0,56818.0,10
10090,2021-11-01,320716,HN,MC,light,45455,1.0,0.0,1,0,4,0,0,0,0,118.0,3.9333333333333327,6.0,0.2,45455.0,45455.0,11
10091,2021-12-01,320716,HN,MC,light,72464,2.0,1.0,2,1,5,0,0,0,0,78.0,2.5161290322580645,5.0,0.1612903225806451,36232.0,36232.0,12
10092,2022-01-01,320716,HN,MC,light,56818,1.0,0.0,1,0,5,0,0,0,0,16.0,0.5161290322580645,1.0,0.032258064516129,56818.0,56818.0,1
10093,2022-02-01,320716,HN,MC,light,13986,2.0,1.0,1,1,0,0,0,0,0,46.0,1.5862068965517242,5.0,0.1724137931034482,13986.0,6993.0,2
10120,2022-01-01,321948,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,51.0,8.5,,,18182.0,18182.0,1
10170,2021-10-01,323572,HN,Car,light,185124,2.0,1.0,2,1,10,0,0,0,0,839.0,22.078947368421048,78.0,2.0526315789473686,92562.0,92562.0,10
10171,2021-11-01,323572,HN,Car,light,209008,1.0,0.0,1,0,12,0,0,0,0,768.0,25.6,62.0,2.066666666666667,209008.0,209008.0,11
10172,2021-12-01,323572,HN,Car,light,72727,1.0,0.0,1,0,4,0,0,0,0,200.0,20.0,11.0,1.1,72727.0,72727.0,12
10173,2022-01-01,323572,HN,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,303.0,21.642857142857142,7.0,0.5,45455.0,45455.0,1
10174,2022-02-01,323572,HN,Car,light,54545,1.0,0.0,1,0,3,0,0,0,0,717.0,25.607142857142858,31.0,1.1071428571428572,54545.0,54545.0,2
10236,2021-10-01,325924,HN,MC,light,13636,2.0,0.0,1,0,1,0,0,0,0,162.0,4.153846153846153,2.0,0.0512820512820512,13636.0,6818.0,10
10243,2021-12-01,326146,HCM,MC,light,95455,3.0,3.0,3,3,3,0,0,0,0,1172.0,15.025641025641026,57.0,0.7307692307692307,31818.33333333333,31818.33333333333,12
10244,2022-01-01,326146,HCM,MC,light,59091,4.0,1.0,4,1,3,0,0,0,0,1289.0,11.508928571428571,34.0,0.3035714285714285,14772.75,14772.75,1
10245,2022-02-01,326146,HCM,MC,light,109091,4.0,0.0,1,0,0,1,0,0,0,1513.0,13.508928571428571,46.0,0.4107142857142857,109091.0,27272.75,2
10316,2021-12-01,329876,HCM,Car,light,180933,1.0,1.0,1,0,10,0,0,0,0,805.0,35.0,41.0,1.7826086956521738,180933.0,180933.0,12
10319,2021-10-01,330022,HCM,MC,light,45537,2.0,2.0,2,2,1,0,0,0,0,413.0,59.0,45.0,6.428571428571429,22768.5,22768.5,10
10320,2021-11-01,330022,HCM,MC,light,66116,4.0,4.0,4,4,0,0,0,0,0,422.0,13.612903225806452,21.0,0.6774193548387096,16529.0,16529.0,11
10321,2021-12-01,330022,HCM,MC,light,41322,2.0,1.0,1,1,2,0,0,0,0,850.0,23.61111111111111,16.0,0.4444444444444444,41322.0,20661.0,12
10377,2021-10-01,334697,HCM,Car,light,21818,1.0,1.0,1,1,0,0,0,0,0,864.0,45.47368421052632,19.0,1.0,21818.0,21818.0,10
10391,2021-12-01,339430,HCM,MC,light,17922,1.0,1.0,1,1,0,0,0,0,0,369.0,18.45,20.0,1.0,17922.0,17922.0,12
10440,2021-10-01,342443,HCM,MC,light,174597,6.0,6.0,6,6,6,0,0,0,0,1407.0,26.547169811320757,80.0,1.5094339622641513,29099.5,29099.5,10
10441,2021-11-01,342443,HCM,MC,light,166055,6.0,4.0,5,4,7,0,0,0,0,1098.0,26.142857142857142,53.0,1.261904761904762,33211.0,27675.83333333333,11
10442,2021-12-01,342443,HCM,MC,light,17895,2.0,1.0,1,1,0,0,0,0,0,197.0,13.133333333333333,5.0,0.3333333333333333,17895.0,8947.5,12
10444,2021-10-01,342905,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,146.0,36.5,8.0,2.0,18182.0,18182.0,10
10450,2021-10-01,343323,HCM,MC,light,46364,2.0,2.0,2,2,1,0,0,0,0,1430.0,68.0952380952381,63.0,3.0,23182.0,23182.0,10
10458,2021-10-01,343401,HCM,MC,light,141157,4.0,4.0,4,4,6,0,0,0,0,839.0,69.91666666666667,31.0,2.583333333333333,35289.25,35289.25,10
10459,2021-11-01,343401,HCM,MC,light,107438,2.0,2.0,2,2,6,0,0,0,0,1004.0,125.5,57.0,7.125,53719.0,53719.0,11
10460,2022-02-01,343446,HCM,MC,light,45455,2.0,2.0,2,1,2,0,0,0,0,64.0,2.7826086956521734,1.0,0.0434782608695652,22727.5,22727.5,2
10464,2021-10-01,343841,HCM,MC,light,14545,1.0,1.0,1,1,0,0,0,0,0,384.0,21.33333333333333,3.0,0.1666666666666666,14545.0,14545.0,10
10465,2022-02-01,343841,HCM,MC,light,54545,3.0,3.0,3,3,0,0,0,0,0,1228.0,25.06122448979592,46.0,0.9387755102040816,18181.666666666668,18181.666666666668,2
10535,2021-11-01,349712,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,1.0,1.0,,,18182.0,18182.0,11
10584,2021-10-01,351582,HCM,Car,light,21818,1.0,1.0,1,1,0,0,0,0,0,403.0,40.3,30.0,3.0,21818.0,21818.0,10
10585,2021-11-01,351582,HCM,Car,light,72727,3.0,2.0,3,2,1,0,0,0,0,786.0,10.767123287671232,37.0,0.5068493150684931,24242.33333333333,24242.33333333333,11
10586,2021-12-01,351582,HCM,Car,light,18182,3.0,0.0,1,0,1,0,0,0,0,283.0,3.043010752688172,6.0,0.064516129032258,18182.0,6060.666666666667,12
10587,2022-01-01,351582,HCM,Car,light,27273,4.0,1.0,1,1,0,0,0,0,0,249.0,3.890625,8.0,0.125,27273.0,6818.25,1
10666,2021-10-01,358957,HCM,Car,light,79091,1.0,0.0,3,3,1,0,0,0,0,32.0,4.0,,,26363.666666666668,79091.0,10
10667,2021-11-01,358957,HCM,Car,light,27273,,,2,0,2,0,0,0,0,,,,,13636.5,,11
10668,2021-12-01,358957,HCM,Car,light,27273,,,2,0,2,0,0,0,0,,,,,13636.5,,12
10669,2022-02-01,358957,HCM,Car,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,2
10674,2021-11-01,359820,HCM,MC,light,35746,2.0,2.0,2,2,0,0,0,0,0,1117.0,50.77272727272727,14.0,0.6363636363636364,17873.0,17873.0,11
10675,2021-12-01,359820,HCM,MC,light,13555,2.0,0.0,1,0,1,0,0,0,0,1269.0,28.2,18.0,0.4,13555.0,6777.5,12
10676,2022-01-01,359820,HCM,MC,light,18056,2.0,1.0,1,1,0,0,0,0,0,370.0,18.5,6.0,0.3,18056.0,9028.0,1
10677,2022-02-01,359820,HCM,MC,light,17944,2.0,1.0,1,1,0,0,0,0,0,1010.0,28.857142857142858,14.0,0.4,17944.0,8972.0,2
10678,2022-02-01,360151,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,182.0,18.2,25.0,2.5,18182.0,18182.0,2
10687,2021-11-01,360254,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,128.0,10.666666666666666,7.0,0.5833333333333333,18182.0,18182.0,11
10688,2021-12-01,360254,HCM,MC,light,31818,2.0,1.0,1,1,1,0,0,0,0,897.0,89.7,73.0,7.3,31818.0,15909.0,12
10725,2021-12-01,361535,HN,Car,light,281818,3.0,3.0,3,3,11,0,0,0,0,1494.0,57.46153846153846,41.0,1.5769230769230769,93939.33333333331,93939.33333333331,12
10726,2022-01-01,361535,HN,Car,light,227273,2.0,1.0,1,1,11,0,0,0,0,796.0,24.875,15.0,0.46875,227273.0,113636.5,1
10727,2022-02-01,361535,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,275.0,19.642857142857142,2.0,0.1428571428571428,18182.0,18182.0,2
10729,2021-10-01,361736,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,114.0,57.0,9.0,4.5,18182.0,18182.0,10
10730,2021-11-01,361736,HCM,MC,light,63636,2.0,2.0,2,2,2,0,0,0,0,1674.0,72.78260869565217,30.0,1.3043478260869563,31818.0,31818.0,11
10744,2021-10-01,362087,HCM,Car,light,171736,3.0,3.0,3,3,6,0,0,0,0,3061.0,76.525,154.0,3.85,57245.333333333336,57245.333333333336,10
10745,2021-11-01,362087,HCM,Car,light,16529,2.0,0.0,1,0,1,0,0,0,0,963.0,41.869565217391305,58.0,2.5217391304347827,16529.0,8264.5,11
10746,2022-02-01,362087,HCM,Car,light,22551,1.0,1.0,1,1,0,0,0,0,0,563.0,140.75,16.0,4.0,22551.0,22551.0,2
10787,2021-11-01,364067,HCM,Car,light,45424,1.0,1.0,1,1,1,0,0,0,0,72.0,3.4285714285714284,4.0,0.1904761904761904,45424.0,45424.0,11
10788,2021-12-01,364067,HCM,Car,light,54509,3.0,2.0,2,2,0,0,0,0,0,105.0,1.5671641791044777,3.0,0.044776119402985,27254.5,18169.666666666668,12
10789,2022-01-01,364067,HCM,Car,light,27255,4.0,1.0,1,1,0,0,0,0,0,130.0,1.2264150943396226,1.0,0.0094339622641509,27255.0,6813.75,1
10801,2021-10-01,366148,HCM,MC,light,14289,1.0,1.0,1,1,0,0,0,0,0,340.0,37.77777777777778,17.0,1.8888888888888888,14289.0,14289.0,10
10803,2021-11-01,366567,HN,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,147.0,4.9,4.0,0.1333333333333333,27273.0,27273.0,11
10814,2021-10-01,367540,HCM,MC,light,68687,1.0,1.0,1,1,4,0,0,0,0,2310.0,110.0,15.0,0.7142857142857143,68687.0,68687.0,10
10815,2022-01-01,367540,HCM,MC,light,17957,1.0,1.0,1,1,0,0,0,0,0,241.0,241.0,31.0,31.0,17957.0,17957.0,1
10830,2021-11-01,367927,HCM,Car,light,54545,1.0,1.0,1,0,3,0,0,0,0,656.0,82.0,12.0,1.5,54545.0,54545.0,11
10923,2021-10-01,375613,HCM,MC,light,16529,1.0,1.0,1,1,0,0,0,0,0,70.0,35.0,2.0,1.0,16529.0,16529.0,10
10950,2021-11-01,377548,HCM,MC,light,16529,1.0,1.0,1,1,0,0,0,0,0,222.0,15.857142857142858,1.0,0.0714285714285714,16529.0,16529.0,11
10951,2021-12-01,377548,HCM,MC,light,28926,2.0,1.0,2,1,1,0,0,0,0,642.0,17.35135135135135,20.0,0.5405405405405405,14463.0,14463.0,12
10971,2021-12-01,380771,HN,MC,light,54205,4.0,3.0,3,3,0,0,0,0,0,734.0,9.175,28.0,0.35,18068.33333333333,13551.25,12
11001,2021-10-01,381716,HCM,MC,light,45455,1.0,1.0,1,1,2,0,0,0,0,701.0,25.035714285714285,36.0,1.2857142857142858,45455.0,45455.0,10
11005,2022-02-01,382567,HCM,MC,light,13889,1.0,1.0,1,0,1,0,0,0,0,516.0,258.0,44.0,22.0,13889.0,13889.0,2
11006,2021-12-01,382993,HCM,MC,light,95455,1.0,1.0,1,1,3,0,1,0,0,422.0,42.2,8.0,0.8,95455.0,95455.0,12
11007,2022-01-01,382993,HCM,MC,light,163636,1.0,0.0,1,0,12,0,0,0,0,975.0,31.451612903225808,32.0,1.032258064516129,163636.0,163636.0,1
11008,2022-02-01,382993,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,478.0,79.66666666666667,5.0,0.8333333333333333,27273.0,27273.0,2
11049,2021-10-01,386389,HN,Car,light,40000,1.0,1.0,1,1,1,0,0,0,0,351.0,35.1,17.0,1.7,40000.0,40000.0,10
11050,2021-12-01,386389,HN,Car,light,18182,1.0,0.0,1,0,1,0,0,0,0,265.0,8.548387096774196,38.0,1.2258064516129032,18182.0,18182.0,12
11051,2022-02-01,386389,HN,Car,light,27273,2.0,1.0,1,1,0,0,0,0,0,174.0,7.909090909090909,11.0,0.5,27273.0,13636.5,2
11053,2022-01-01,387646,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,65.0,65.0,26.0,26.0,18182.0,18182.0,1
11084,2022-01-01,388410,HCM,MC,light,81818,1.0,1.0,1,1,2,0,1,0,0,259.0,21.58333333333333,3.0,0.25,81818.0,81818.0,1
11126,2022-02-01,390759,HN,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,199.0,39.8,7.0,1.4,18182.0,18182.0,2
11147,2021-11-01,391504,HCM,MC,light,18182,,,1,1,0,0,0,0,0,,,,,18182.0,,11
11163,2022-02-01,391601,HCM,MC,light,57273,1.0,1.0,1,1,0,1,0,0,0,722.0,144.4,13.0,2.6,57273.0,57273.0,2
11164,2021-10-01,391640,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,74.0,37.0,1.0,0.5,18182.0,18182.0,10
11165,2021-11-01,391640,HCM,MC,light,13636,1.0,0.0,1,0,1,0,0,0,0,442.0,17.0,21.0,0.8076923076923077,13636.0,13636.0,11
11206,2021-11-01,394316,HCM,Car,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,11
11222,2021-10-01,395020,HCM,Car,light,252727,3.0,3.0,3,3,10,0,0,0,0,2814.0,56.28,107.0,2.14,84242.33333333331,84242.33333333331,10
11223,2021-11-01,395020,HCM,Car,light,209091,4.0,1.0,4,1,10,0,0,0,0,1888.0,25.863013698630137,82.0,1.1232876712328768,52272.75,52272.75,11
11224,2021-12-01,395020,HCM,Car,light,100000,3.0,1.0,3,1,4,0,0,0,0,1469.0,24.89830508474576,84.0,1.423728813559322,33333.333333333336,33333.333333333336,12
11225,2022-01-01,395020,HCM,Car,light,127273,2.0,0.0,2,0,7,0,0,0,0,2181.0,48.46666666666666,150.0,3.333333333333333,63636.5,63636.5,1
11239,2021-10-01,396611,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,376.0,19.789473684210527,4.0,0.2105263157894736,27273.0,27273.0,10
11258,2021-11-01,398203,HN,MC,light,16529,1.0,1.0,1,1,0,0,0,0,0,75.0,5.0,3.0,0.2,16529.0,16529.0,11
11259,2021-12-01,398203,HN,MC,light,33058,2.0,2.0,2,2,0,0,0,0,0,157.0,8.722222222222221,17.0,0.9444444444444444,16529.0,16529.0,12
11275,2021-10-01,398758,HCM,MC,light,13223,1.0,1.0,1,1,0,0,0,0,0,375.0,22.058823529411764,3.0,0.1764705882352941,13223.0,13223.0,10
11276,2021-12-01,398758,HCM,MC,light,41322,2.0,1.0,2,1,2,0,0,0,0,758.0,13.535714285714286,30.0,0.5357142857142857,20661.0,20661.0,12
11277,2022-01-01,398758,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,471.0,52.333333333333336,20.0,2.2222222222222223,12397.0,12397.0,1
11294,2022-01-01,399450,HN,MC,light,13582,,,1,0,1,0,0,0,0,,,,,13582.0,,1
11295,2022-02-01,399450,HN,MC,light,13555,,,1,0,1,0,0,0,0,,,,,13555.0,,2
11312,2021-10-01,402551,HN,MC,light,45455,1.0,1.0,1,1,2,0,0,0,0,89.0,3.423076923076923,19.0,0.7307692307692307,45455.0,45455.0,10
11313,2021-11-01,402551,HN,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,49.0,1.6333333333333333,5.0,0.1666666666666666,27273.0,27273.0,11
11320,2021-10-01,403214,HCM,Car,light,87273,4.0,4.0,4,4,0,0,0,0,0,1422.0,47.4,32.0,1.0666666666666669,21818.25,21818.25,10
11342,2021-10-01,404838,HCM,Car,heavy,4624727,42.0,21.0,47,5,295,0,28,16,1,13714.0,17.672680412371133,297.0,0.3827319587628865,98398.44680851063,110112.54761904762,10
11343,2021-11-01,404838,HCM,Car,light-medium,696364,58.0,30.0,33,19,14,0,0,0,0,5187.0,6.47565543071161,101.0,0.1260923845193508,21101.939393939392,12006.275862068966,11
11344,2021-12-01,404838,HCM,Car,light-medium,736364,49.0,17.0,33,13,21,0,0,0,0,6860.0,6.653734238603298,117.0,0.113482056256062,22314.060606060608,15027.836734693878,12
11345,2022-01-01,404838,HCM,Car,light-medium,754545,46.0,18.0,29,7,31,0,0,0,0,6802.0,10.03244837758112,133.0,0.1961651917404129,26018.793103448275,16403.152173913044,1
11346,2022-02-01,404838,HCM,Car,light-medium,840909,45.0,25.0,30,17,16,0,0,1,0,9467.0,15.778333333333334,186.0,0.31,28030.3,18686.866666666665,2
11351,2021-10-01,404871,HCM,MC,light,28926,1.0,1.0,1,1,1,0,0,0,0,288.0,144.0,11.0,5.5,28926.0,28926.0,10
11371,2022-02-01,405025,HCM,MC,light,18519,1.0,1.0,1,1,0,0,0,0,0,173.0,17.3,3.0,0.3,18519.0,18519.0,2
11375,2021-10-01,405113,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,116.0,3.741935483870968,,,27273.0,27273.0,10
11376,2021-11-01,405113,HCM,MC,light,27273,1.0,0.0,1,0,2,0,0,0,0,138.0,4.6,2.0,0.0666666666666666,27273.0,27273.0,11
11377,2021-12-01,405113,HCM,MC,light,318182,2.0,1.0,2,1,22,0,0,0,0,1088.0,24.727272727272727,12.0,0.2727272727272727,159091.0,159091.0,12
11379,2021-11-01,405914,HCM,Car,light,27273,1.0,1.0,1,1,0,0,0,0,0,74.0,37.0,2.0,1.0,27273.0,27273.0,11
11380,2021-12-01,405914,HCM,Car,light,45455,1.0,1.0,1,1,1,0,0,0,0,344.0,68.8,17.0,3.4,45455.0,45455.0,12
11381,2022-01-01,405914,HCM,Car,light,145455,5.0,4.0,4,4,2,0,0,0,0,977.0,46.523809523809526,94.0,4.476190476190476,36363.75,29091.0,1
11382,2022-02-01,405914,HCM,Car,light,54545,2.0,1.0,2,2,0,0,0,0,0,648.0,21.6,23.0,0.7666666666666667,27272.5,27272.5,2
11385,2021-11-01,406946,HCM,Car,light,54363,1.0,1.0,1,2,0,0,0,0,0,136.0,68.0,3.0,1.5,54363.0,54363.0,11
11386,2021-12-01,406946,HCM,Car,light,151618,2.0,1.0,2,1,4,1,0,0,0,890.0,31.785714285714285,23.0,0.8214285714285714,75809.0,75809.0,12
11387,2022-01-01,406946,HCM,Car,light,130872,2.0,1.0,2,1,0,2,0,0,0,5113.0,124.70731707317071,50.0,1.2195121951219512,65436.0,65436.0,1
11388,2022-02-01,406946,HCM,Car,light,204452,4.0,2.0,4,2,0,0,1,1,0,2479.0,45.07272727272727,60.0,1.0909090909090908,51113.0,51113.0,2
11396,2022-02-01,407392,HCM,MC,light,13636,1.0,1.0,1,0,1,0,0,0,0,376.0,53.71428571428572,43.0,6.142857142857143,13636.0,13636.0,2
11474,2021-12-01,412800,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,85.0,10.625,4.0,0.5,18182.0,18182.0,12
11476,2021-10-01,413083,HN,Car,light,21818,1.0,1.0,1,1,0,0,0,0,0,213.0,14.2,5.0,0.3333333333333333,21818.0,21818.0,10
11477,2021-11-01,413083,HN,Car,light,51818,1.0,0.0,1,0,0,1,0,0,0,523.0,17.433333333333334,32.0,1.0666666666666669,51818.0,51818.0,11
11495,2021-10-01,413268,HN,Car,light,73636,3.0,1.0,2,1,0,1,0,0,0,499.0,8.60344827586207,20.0,0.3448275862068965,36818.0,24545.33333333333,10
11516,2021-11-01,415034,HCM,MC,light,18182,1.0,1.0,1,1,0,0,0,0,0,261.0,10.44,14.0,0.56,18182.0,18182.0,11
11517,2021-12-01,415034,HCM,MC,light,18182,2.0,1.0,1,1,0,0,0,0,0,108.0,3.375,5.0,0.15625,18182.0,9091.0,12
11526,2021-10-01,416695,HN,Car,light,27273,,,1,1,0,0,0,0,0,,,,,27273.0,,10
11533,2021-10-01,416936,HN,MC,light,28182,1.0,1.0,1,1,1,0,0,0,0,151.0,50.333333333333336,16.0,5.333333333333333,28182.0,28182.0,10
11534,2021-11-01,416936,HN,MC,light,13636,,,1,0,1,0,0,0,0,,,,,13636.0,,11
11536,2021-11-01,417040,HCM,MC,light,33058,2.0,2.0,2,2,0,0,0,0,0,1128.0,23.5,46.0,0.9583333333333331,16529.0,16529.0,11
11537,2022-02-01,417040,HCM,MC,light,33058,2.0,2.0,2,2,0,0,0,0,0,233.0,21.181818181818183,50.0,4.545454545454546,16529.0,16529.0,2
11597,2021-10-01,421176,HCM,MC,light,25620,1.0,1.0,1,1,1,0,0,0,0,115.0,57.5,2.0,1.0,25620.0,25620.0,10
11598,2021-11-01,421176,HCM,MC,light,12397,1.0,0.0,1,0,1,0,0,0,0,295.0,9.833333333333332,13.0,0.4333333333333333,12397.0,12397.0,11
11657,2021-10-01,423709,HCM,Car,light,177686,1.0,0.0,1,0,7,0,1,0,0,934.0,103.77777777777776,32.0,3.555555555555556,177686.0,177686.0,10
